1,Big mysterious crate. You wonder what could be inside.
2,Looks and smells like a place where goblins live.
3,The door is closed.
4,The door is closed.
5,"A powerful ranging device, unfortunately not working."
6,A powerful ranging device that fires metal balls.
7,The cannon is built on here.
8,The mounting for the multicannon.
9,The barrels of the multicannon.
10,I can climb down this.
11,I can climb up this.
12,A pile of rocks is blocking my path.
13,Mud caved in from above.
14,Intended to keep the goblins away from the mines.
15,A broken rail.
16,A broken rail.
17,A broken rail.
18,A broken rail.
19,A broken rail.
20,A broken rail.
21,Its eyes stare off into the distance...
22,The door is shut.
23,Unusually lumpy looking.
24,The door is shut.
25,Seems to be some kind of clock part.
26,Seems to be some kind of clock part.
27,Seems to be some kind of clock part.
28,Seems to be some kind of clock part.
29,Seems to be some kind of clock part.
30,Seems to be some kind of clock part.
31,Seems to be some kind of clock part.
32,Seems to be some kind of clock part.
33,"Yup, definitely a lever."
34,"Yup, definitely a lever."
35,"Yup, definitely a lever."
36,"Yup, definitely a lever."
37,Stops people walking past.
38,Stops people walking past.
39,Stops people walking past.
40,Animals have no table manners.
41,Looks like an outlet pipe to the lake.
42,I can see fish swimming in the water.
43,It seems to sparkle.
44,I can see really big fish swimming in the water.
45,Big Dave is fishing here.
46,Joshua is fishing here.
47,A wooden gate.
48,A wooden gate.
49,A wooden gate.
50,A wooden gate.
51,Hmmm... I wonder if it's loose enough to get through.
52,It's locked.
53,It's locked.
54,It's a flight of stairs.
55,It's a flight of stairs.
56,It's a flight of stairs.
57,It's a flight of stairs.
58,Known commonly as Red worm vine.
59,A fancy hole in the wall.
60,A fancy hole in the ceiling.
61,A shrine to chaos.
62,Is there something in there?
63,Used for storage.
64,Used for storage.
65,Surprisingly sturdy looking.
67,Used for storage.
68,Where bees live.
69,Handy for boarding boats.
70,Handy for boarding boats.
71,Sturdy looking door.
72,Sturdy looking door.
73,Securely fastened shut.
74,Securely fastened shut.
75,I wonder what's inside...
76,I wonder what's inside...
77,Looks secure.
78,Looks secure.
79,Looks secure.
80,Looks secure.
81,The door is closed.
82,The door is closed.
86,Seems very old...
87,I guess you pull it...
89,A wrought iron gate.
90,A wrought iron gate.
91,I don't like the look of this!
92,The door is closed.
93,The door is closed.
94,A wrought iron gate.
95,A wrought iron gate.
96,A dark flight of stairs.
97,A dark flight of stairs.
98,A dark flight of stairs.
99,The door is closed.
100,Don't you open that trapdoor!
101,I can climb this.
102,A sturdy door.
103,I wonder what's inside.
104,Perhaps I should search it.
105,I wonder what that's there for...
106,I wonder what that's there for...
107,I quite like that rug.
108,I quite like that rug.
109,I quite like that rug.
110,I quite like that rug.
111,I quite like that rug.
112,I quite like that rug.
113,I quite like that rug.
114,An appliance for cooking with.
115,A party balloon.
116,A party balloon.
117,A party balloon.
118,A party balloon.
119,A party balloon.
120,A party balloon.
121,Aren't they pretty?
122,Paaaarty!
123,A party balloon.
124,A party balloon.
125,A party balloon.
126,A party balloon.
127,A party balloon.
128,A party balloon.
129,A party balloon.
130,A party balloon.
131,The door is closed.
132,An escape route.
133,Looks spooky down there.
134,A large double door.
135,A large double door.
136,The door is closed.
152,Smelly.
153,An ornate fountain.
154,"It looks possible to scramble up the wall here, with skill."
155,Lots of books.
156,Lots of books.
157,Lots of books.
158,This wall looks odd...
159,This wall looks odd...
160,I wonder what this does...
161,Seems to control the bookcase door.
162,I'm not touching that.
163,I'm not touching that.
164,I'm not touching that.
165,A special furnace for destroying contaminated items.
166,A wooden gate.
167,A wooden gate.
170,I wonder what's inside.
171,Perhaps I should search it.
172,I wonder what's inside.
173,Perhaps I should search it.
184,Someone's been digging here...
185,Someone's been digging here...
186,Someone's been digging here...
187,Fly Gnome Air.
188,Probably pilot error.
189,The Blurberry bar - cocktails extraordinaire!
190,A large gate in the gnome style.
194,The entrance to the cave.
195,I can climb this.
196,Reassuringly bright.
197,Reassuringly bright.
198,Thank goodness these are here to light the way.
199,Thank goodness these are here to light the way.
200,A quirky gnome lamp.
201,These insects love this light.
202,It's amazing what bees produce!
203,Posh candlesticks.
204,Posh candlesticks.
205,A light to my path.
206,A torch for the disturbed of mind.
207,"Reassuringly bright, disturbingly skull-shaped."
208,Scary lighting apparatus.
209,An ornamental lighting fixture.
210,A mysterious glowing ice crystal.
211,It's amazing what bees produce!
212,Useful for making ships move.
218,Useful for making ships move.
221,This figure brings luck to those who sail.
222,This figure brings luck to those who sail.
225,Useful for making ships move.
226,Useful for making ships move.
227,Barnacle infested rope.
245,Allows access to other parts of the ship.
246,Allows access to other parts of the ship.
252,Without this I'm going around in circles.
254,This figure brings luck to those who sail.
255,Used for pulling things up.
256,Keeps the front sail up.
260,This figure brings luck to those who sail.
261,Holds up the sails.
265,Useful if there is any wind.
266,Useful for making ships move.
267,Useful for making ships move.
268,Useful for making ships move.
269,Useful for tying things up
270,Allows access to moored ships.
271,How much does this weigh?
272,I can climb up here.
273,I can go below decks with this ladder.
274,A conveniently rolled sail.
275,A conveniently rolled sail.
276,A conveniently rolled sail.
277,A conveniently rolled sail.
278,A conveniently rolled sail.
279,A conveniently rolled sail.
280,Helps steer the ship.
287,I'm not allowed to climb this ladder.
296,It's like a land rudder.
297,Disturbingly man-like.
298,I bet there's a needle in it somewhere.
299,I bet there's a needle in it somewhere.
300,I bet there's a needle in it somewhere.
301,Animals have no table manners.
302,A home for baby creatures.
303,In the city we would call this mouldy rubbish.
304,I bet there's a needle in it somewhere.
305,Where bees live.
306,A used cart seller will probably try and sell it later.
307,One horsepower; wooden suspension: a beauty.
308,One horsepower; wooden suspension: a beauty.
309,Dead tree parts piled neatly together.
310,"A patch of soft, dark brown matter. Probably mud."
311,A pile of something that I hope is mud.
312,Potato-licious!
313,Baby bread.
327,The remains of a bad driver.
346,The perfect place to store things.
347,The perfect place to store things.
348,These open and close!
349,This may be worth searching.
350,These open and close!
351,This may be worth searching.
352,These open and close!
353,This may be worth searching.
354,A wooden crate for storage.
355,A wooden crate for storage.
356,An old crate for storage.
357,An old crate for storage.
358,An old crate for storage.
359,A pile of boxes for storage.
360,A pile of boxes for storage.
361,A pile of boxes for storage.
362,A wooden barrel for storage.
363,A wooden barrel containing lots of fish.
364,It's got ale in it.
365,These may have something in them.
366,Useful for transportation of delicate items.
367,This may be worth opening.
368,This may be worth opening.
369,This may be worth opening.
370,This may be worth searching.
371,This may be worth searching.
372,This may be worth searching.
373,The perfect accompaniment to a bedroom.
374,A stand for hats!
375,I wonder what's inside.
376,I wonder what's inside.
377,I wonder what's inside.
378,Perhaps I should search it.
379,Perhaps I should search it.
380,A good source of books!
381,A good source of books!
383,A woven storage basket.
384,A woven storage basket.
385,A woven storage basket.
386,A gigantic pottery urn.
387,This no doubt contains arcane knowledge.
388,I wonder what this spooky item contains.
389,It smells funny in there.
390,It smells funny in there.
391,All manner of utensils for cooking.
392,A fishing net full of fish.
393,A good source of books!
394,Bamboo storage!
395,Bamboo storage!
396,Bamboo storage!
397,The perfect place to store things.
398,I hope no-one's home...
400,A small simple gravestone.
401,A simple marker for a forgotten person.
402,The remains of someone lie inside.
403,A monument to a special person.
404,The inscription is worn away and unreadable.
405,'Here lies...' is all I can read.
406,Whoever bought this must have really cared for the inhabitant.
407,Looks like a stone doorway to me.
408,Looks like a stone doorway to my untrained eye.
409,Shrine to the glory of Saradomin.
410,An ancient altar to the glory of Guthix.
411,Shrine to the glory of Zamorak.
412,Shrine to the glory of Zamorak.
413,Looks suspiciously like a big stone table.
414,A really posh upright coffin.
415,Whoever's inside must have been rich.
416,With skill I can play this.
417,Great for sleeping in.
418,A stylish-looking bed.
419,A drab-looking bed.
420,A stylish-looking bed.
421,A stylish-looking bed.
422,Technically a bed.
423,I guess I could sleep in it if I were really tired.
424,Lovely comfy-looking big bed.
425,Lovely comfy-looking big bed.
426,Posh-looking bed.
427,A bed fit for a king.
428,A bed fit for a king.
429,One of the nicest beds I have ever seen.
430,Perfect for snoozing in the sun.
431,A comfortable seat to recline and recuperate.
432,I don't think anyone's slept here for a long time.
433,Bamboo's a versatile material.
434,Bamboo's a versatile material.
435,Bamboo's a versatile material.
438,A door.
532,"Bashed, broken and dumped."
534,A way out!
535,It's even smokier in there...
536,A way out!
537,What could possibly fit through that?
538,A way out!
539,It's covering a little alcove.
540,Allows for equal distribution of spice.
541,Allows for equal distribution of spice.
542,Allows for equal distribution of spice.
543,Allows for equal distribution of spice.
544,Someone bent defence.
553,A large door.
554,Frozen water has formed an icicle here.
555,Frozen water has formed an icicle here.
556,Frozen water has formed an icicle here.
557,Frozen water has formed an icicle here.
558,It looks cold in there.
562,This person was of great importance.
563,A monarch chiselled in stone.
564,A monarch chiselled in stone.
565,A sculpture of a monarch.
566,This person was of great importance.
567,A huge carving of an ancient race.
568,A depiction of a great dwarven miner.
569,A depiction of a famous gnome warrior.
570,A depiction of a famous gnome warrior.
571,The head and shoulders of a famous gnome.
572,The head and shoulders of a famous gnome.
573,A depiction of a famous gnomeballer.
574,A carving of a figure from the history of Gielinor.
575,A carving of a figure from the history of Gielinor.
576,A carving of a figure from the history of Gielinor.
577,These creatures are found hanging from walls.
578,These creatures are found hanging from walls.
579,An expertly chiselled statue.
580,An expertly chiselled statue.
581,An expertly chiselled statue.
582,An unusual symbol of ancient times.
583,An expertly crafted vase.
584,An expertly chiselled statue of a bird.
585,What a good likeness!
586,What a good likeness!
587,A depiction of the evil god Zamorak.
588,A base for the statue to sit on.
589,The scrying glass of a seer.
590,Banking transactions are processed here.
591,Banking transactions are recorded here.
592,Contains washing items.
593,A nice sturdy looking table.
594,A nice sturdy looking table.
595,A nice sturdy looking table.
596,A banquet could be eaten from this.
597,A banquet could be eaten from this.
598,Useful for putting things on.
599,At one time it was for putting things on.
600,The napkins are made from real silk.
601,Useful for putting things on.
602,Useful for putting things on.
603,Useful for putting things on.
604,Useful for putting things on.
605,Useful for putting things on.
606,Useful for putting things on.
607,Items for making clothes are kept on here.
608,The ideal place to study.
609,A handy workbench for a handy person.
610,A handy workbench for a handy person.
611,Sit back and enjoy the view.
612,Items are for sale here.
613,Useful for putting things on.
614,Useful for putting things on.
615,Useful for putting things on.
616,A creepy looking table.
617,Items are for sale here.
618,There are some strange chemicals here.
619,There are some strange chemicals here.
620,Bamboo's a versatile material.
621,It's a banquet table.
622,It's a banquet table.
623,A nice sturdy looking table.
624,A nice sturdy looking table.
625,A banquet could be eaten from this.
626,A banquet could be eaten from this.
627,A banquet could be eaten from this.
628,Finely wrought wares of silver.
629,Garments for the discerning.
630,Bread cakes and pastries.
631,Finest precious stones.
632,These will keep you warm.
633,The spice is right.
634,Always a source of good bargains.
635,Fine brews from exotic regions.
636,Keeps mine carts from rolling away.
637,You can 'cart' things around in this.
647,Makes you taller.
648,A bit large for a bracelet!
649,A macabre variation on the neck tie.
650,Like big heavy bracelets.
651,Dead and half buried.
652,Human juice.
653,Suspicious looking stains.
654,Something bad happened here.
655,I shudder to think...
656,Thats not good...
657,I'd rather not know what did that...
658,Disturbing but tidy.
659,I don't even want to think about what did that...
660,Now that's what I call slimline!
661,He looks very relaxed.
662,Now he's just too thin.
663,He hasn't eaten in a long time.
664,Now that's what I call slimline!
665,He looks very relaxed.
666,Now he's just too thin.
667,He hasn't eaten in a long time.
668,Disturbing but tidy.
671,No cats were harmed in the making of this device.
672,Shattered.
674,Useful for catching small fish.
677,A passage leading into the next chamber of the cave.
678,Screams can be heard within.
679,Careful out there!
680,I was always forced to play this as a child.
681,I never learnt to play.
682,Time for a recital?
683,"Tick-tock, it's a clock."
684,The noxious liquid bubbles horribly.
685,Shows which way the wind blows.
686,A fixer upper.
687,Needs some maintenance.
688,Could do with some refurbishment.
689,Looking good!
690,A privacy aid!
691,Use this to get changed behind and retain modesty.
692,I don't even want to think about what's cooking in that.
693,Good for sweeping.
694,I'm guessing it's for making women's clothes.
695,Helps make human clothing.
